grid,column,row,Richness,Mesotopo,Slop_proc,Fluv_proc,Soil_text,Bio_crust,Burrows,Bioturbation,Aspect,Northness,Eastness,Soil_dept_mean,Vege_heig_max,Slope_angle,pH,soil_carbon,Soil_moist_4_final,Soil_temp_4_adj,,,,,,,,,,,,,,,,,,
2,D,2,13,6,1,0,1,0,0,0,225,-0.71,-0.71,61,26,9.3,4.9,NA,22.9099828,15.01024306,,,,,,,,,,,,,,,,,,
2,E,2,14,6,1,0,1,0,0,0,210,-0.87,-0.5,61,37,8.5,4.826875,2.73,17.52056748,12.20763889,,,,,,,,,,,,,,,,,,
2,F,2,12,6,1,0,1,0,0,0,205,-0.91,-0.42,61,29,8.5,4.729375,2.82,16.53115217,12.20503472,,,,,,,,,,,,,,,,,,
2,G,2,13,6,1,0,1,0,0,0,205,-0.91,-0.42,61,24,12.9,4.631875,2.959583333,20.94173686,12.10243056,,,,,,,,,,,,,,,,,,
2,H,2,11,6,1,0,1,0,0,0,210,-0.87,-0.5,61,33,8.9,4.6075,3.14875,13.95232155,12.59982639,,,,,,,,,,,,,,,,,,
2,A,3,10,7,1,0,1,0,0,0,230,-0.64,-0.77,61,31,9.3,5.025,2.33,25.26290623,12.49722222,,,,,,,,,,,,,,,,,,
2,B,3,13,7,1,0,1,0,0,0,225,-0.71,-0.71,61,22,9.7,4.938333333,2.42,30.97349092,12.99461806,,,,,,,,,,,,,,,,,,
2,C,3,14,6,1,0,1,0,0,0,235,-0.57,-0.82,61,31,7.7,4.876666667,2.51,26.28407561,12.39201389,,,,,,,,,,,,,,,,,,
2,D,3,13,6,1,0,1,0,0,0,235,-0.57,-0.82,61,30,9.7,4.84,2.6,20.69466029,12.48940972,,,,,,,,,,,,,,,,,,
2,E,3,14,5,1,0,1,0,0,2,235,-0.57,-0.82,61,27,9.7,4.79125,2.69,19.40524498,12.08680556,,,,,,,,,,,,,,,,,,
2,F,3,12,5,1,0,1,0,0,2,240,-0.5,-0.87,61,43,10.5,4.69375,2.879166667,19.71582967,12.38420139,,,,,,,,,,,,,,,,,,
2,G,3,9,5,1,0,1,0,0,0,230,-0.64,-0.77,61,26,11.3,4.645,3.068333333,15.52641436,12.28159722,,,,,,,,,,,,,,,,,,
2,H,3,12,5,1,0,1,0,0,0,235,-0.57,-0.82,61,28,11.7,4.645,3.2575,19.53699904,12.97899306,,,,,,,,,,,,,,,,,,
2,A,4,12,7,1,0,1,0,0,0,235,-0.57,-0.82,61,24,8.5,4.9275,2.51,40.34758373,11.57638889,,,,,,,,,,,,,,,,,,
2,B,4,15,7,1,0,1,0,0,0,240,-0.5,-0.87,61,27,9.3,4.853333333,2.6,24.35816842,12.77378472,,,,,,,,,,,,,,,,,,
2,C,4,14,6,1,0,1,0,0,0,240,-0.5,-0.87,61,31,10.9,4.816666667,2.69,19.7687531,12.17118056,,,,,,,,,,,,,,,,,,
2,D,4,13,6,1,0,1,0,0,0,235,-0.57,-0.82,61,27,6.9,4.78,2.78,22.37933779,12.96857639,,,,,,,,,,,,,,,,,,
2,E,4,12,5,1,0,1,0,0,0,235,-0.57,-0.82,61,32,7.3,4.755625,2.857619048,22.88992248,12.86597222,,,,,,,,,,,,,,,,,,
2,F,4,10,5,1,0,1,0,0,0,235,-0.57,-0.82,61,24,8.9,4.6825,2.987916667,23.60050717,12.86336806,,,,,,,,,,,,,,,,,,
2,G,4,11,5,1,0,1,0,0,0,230,-0.64,-0.77,61,24,9.3,4.6825,3.177083333,18.71109185,11.76076389,,,,,,,,,,,,,,,,,,
2,H,4,15,4,2,0,1,0,0,0,240,-0.5,-0.87,61,21,15.6,4.6825,3.36625,20.02167654,12.05815972,,,,,,,,,,,,,,,,,,
2,A,5,16,6,1,0,1,0,0,0,240,-0.5,-0.87,61,60,10.1,4.83,2.69,33.13226123,13.85555556,,,,,,,,,,,,,,,,,,
2,B,5,14,6,1,0,1,0,0,0,240,-0.5,-0.87,61,32,8.9,4.793333333,2.78,23.24284592,12.95295139,,,,,,,,,,,,,,,,,,
2,C,5,13,6,1,0,1,0,0,0,235,-0.57,-0.82,61,28,9.7,4.756666667,2.87,22.4534306,12.05034722,,,,,,,,,,,,,,,,,,
2,D,5,10,5,1,0,1,0,0,0,235,-0.57,-0.82,61,27,8.5,4.72,2.953809524,22.76401529,11.64774306,,,,,,,,,,,,,,,,,,
2,E,5,7,5,1,0,1,0,0,0,235,-0.57,-0.82,61,32,10.5,4.72,3.025238095,21.17459998,12.24513889,,,,,,,,,,,,,,,,,,
2,F,5,10,5,1,0,1,0,0,0,240,-0.5,-0.87,61,32,10.9,4.72,3.096666667,22.48518466,12.64253472,,,,,,,,,,,,,,,,,,
2,G,5,10,4,1,0,1,0,0,0,250,-0.34,-0.94,61,28,11.3,4.72,3.285833333,20.69576935,12.53993056,,,,,,,,,,,,,,,,,,
2,H,5,11,3,3,0,1,0,0,0,250,-0.34,-0.94,61,39,20,4.72,3.475,18.70635404,11.73732639,,,,,,,,,,,,,,,,,,
2,A,6,11,6,1,0,1,0,0,0,235,-0.57,-0.82,61,20,7.7,4.795,2.87,37.61693873,12.63472222,,,,,,,,,,,,,,,,,,
2,B,6,9,6,1,0,1,0,0,0,235,-0.57,-0.82,61,21,7.3,4.808333333,2.96,41.72752341,12.23211806,,,,,,,,,,,,,,,,,,
2,C,6,10,6,1,0,1,0,0,0,240,-0.5,-0.87,61,17,7.7,4.771666667,3.05,28.6381081,12.12951389,,,,,,,,,,,,,,,,,,
2,D,6,9,5,2,0,1,0,0,0,240,-0.5,-0.87,61,22,8.5,4.735,3.121428571,22.54869279,11.92690972,,,,,,,,,,,,,,,,,,
2,E,6,11,5,4,0,1,0,0,0,245,-0.42,-0.91,61,32,12.5,4.735,3.192857143,21.75927747,12.22430556,,,,,,,,,,,,,,,,,,
2,F,6,11,4,4,0,1,0,0,0,250,-0.34,-0.94,61,32,15.6,4.735,3.264285714,18.96986216,12.52170139,,,,,,,,,,,,,,,,,,
2,G,6,11,4,4,0,1,0,0,0,265,-0.09,-1,61,22,14,4.735,3.394583333,21.58044685,12.31909722,,,,,,,,,,,,,,,,,,
2,H,6,10,3,4,0,1,0,0,0,260,-0.17,-0.98,61,58,20.7,4.72,3.58375,16.39103154,12.61649306,,,,,,,,,,,,,,,,,,
2,A,7,9,5,3,0,1,0,0,0,230,-0.64,-0.77,61,33,8.5,4.76,3.05,43.20161622,12.51388889,,,,,,,,,,,,,,,,,,
2,B,7,8,6,3,0,1,0,0,0,230,-0.64,-0.77,61,28,8.9,4.79,3.14,43.41220091,13.51128472,,,,,,,,,,,,,,,,,,
2,C,7,13,5,3,0,1,0,0,0,235,-0.57,-0.82,61,33,10.5,4.786666667,3.217619048,39.4227856,13.30868056,,,,,,,,,,,,,,,,,,
2,D,7,14,4,5,0,1,0,0,0,255,-0.26,-0.97,61,24,13.7,4.75,3.289047619,26.03337028,14.40607639,,,,,,,,,,,,,,,,,,
2,E,7,9,4,4,0,1,0,0,0,270,0,-1,61,37,14,4.75,3.36047619,23.84395497,13.00347222,,,,,,,,,,,,,,,,,,
2,F,7,7,3,4,0,1,0,0,0,265,-0.09,-1,61,57,14,4.75,3.431904762,17.25453966,12.00086806,,,,,,,,,,,,,,,,,,
2,G,7,9,3,4,0,1,0,1,0,260,-0.17,-0.98,61,48,16.3,4.735,3.503333333,15.46512435,12.49826389,,,,,,,,,,,,,,,,,,
2,H,7,10,2,4,1,1,0,0,0,255,-0.26,-0.97,61,53,12.5,4.72,3.6925,16.77570903,11.99565972,,,,,,,,,,,,,,,,,,
2,A,8,10,5,1,0,1,0,0,0,230,-0.64,-0.77,61,23,9.7,4.725,3.23,32.58629372,13.99305556,,,,,,,,,,,,,,,,,,
2,B,8,13,5,1,0,1,0,0,0,235,-0.57,-0.82,61,28,7.7,4.755,3.313809524,35.29687841,13.09045139,,,,,,,,,,,,,,,,,,
2,C,8,14,5,2,0,1,0,1,0,250,-0.34,-0.94,61,31,16.3,4.785,3.385238095,20.20746309,13.78784722,,,,,,,,,,,,,,,,,,
2,D,8,16,4,5,1,1,0,2,0,265,-0.09,-1,61,48,20,4.765,3.456666667,20.31804778,13.68524306,,,,,,,,,,,,,,,,,,
2,E,8,11,3,4,1,2,0,0,0,260,-0.17,-0.98,45.67,43,10.1,4.765,3.528095238,23.22863247,13.18263889,,,,,,,,,,,,,,,,,,
2,F,8,10,2,2,1,2,0,0,0,250,-0.34,-0.94,61,66,11.3,4.75,3.59952381,21.83921716,13.48003472,,,,,,,,,,,,,,,,,,
2,G,8,10,2,2,2,1,0,0,0,245,-0.42,-0.91,61,61,13.7,4.735,3.670952381,19.04980184,12.97743056,,,,,,,,,,,,,,,,,,
2,H,8,11,1,2,4,1,0,0,0,245,-0.42,-0.91,61,35,13.7,4.72,3.80125,20.56038653,12.37482639,,,,,,,,,,,,,,,,,,
2,A,9,10,4,1,0,1,0,0,0,235,-0.57,-0.82,61,22,12.5,4.69,3.41,39.47097122,12.17222222,,,,,,,,,,,,,,,,,,
2,B,9,10,4,2,0,1,0,0,0,235,-0.57,-0.82,61,42,10.5,4.72,3.481428571,33.5815559,12.66961806,,,,,,,,,,,,,,,,,,
2,C,9,15,4,5,1,1,0,0,0,250,-0.34,-0.94,61,38,24.9,4.75,3.552857143,31.19214059,11.96701389,,,,,,,,,,,,,,,,,,
2,D,9,11,3,4,3,1,0,0,0,250,-0.34,-0.94,61,37,13.7,4.78,3.624285714,27.70272528,14.06440972,,,,,,,,,,,,,,,,,,
2,E,9,12,3,3,3,1,0,0,0,240,-0.5,-0.87,61,56,10.5,4.765,3.695714286,21.01330997,12.56180556,,,,,,,,,,,,,,,,,,
2,F,9,11,2,2,4,1,0,0,0,235,-0.57,-0.82,61,81,10.9,4.75,3.767142857,23.82389465,16.75920139,,,,,,,,,,,,,,,,,,
2,G,9,9,2,2,4,1,0,0,0,235,-0.57,-0.82,61,63,9.7,4.735,3.838571429,22.03447934,14.05659722,,,,,,,,,,,,,,,,,,
2,H,9,10,1,1,6,1,0,0,0,235,-0.57,-0.82,61,72,15.2,4.72,3.91,21.24506403,12.45399306,,,,,,,,,,,,,,,,,,
2,A,10,11,4,1,0,1,0,0,0,235,-0.57,-0.82,61,27,11.3,4.691666667,3.303636364,28.25564871,12.55138889,,,,,,,,,,,,,,,,,,
2,B,10,11,4,1,0,1,0,0,0,225,-0.71,-0.71,61,23,12.9,4.695,3.598333333,28.9662334,13.44878472,,,,,,,,,,,,,,,,,,
2,C,10,18,4,6,1,1,0,2,0,210,-0.87,-0.5,61,29,23.9,4.725,3.885714286,24.17681809,13.54618056,,,,,,,,,,,,,,,,,,
2,D,10,15,3,4,3,1,0,0,0,200,-0.94,-0.34,61,42,16.3,4.755,3.957142857,25.48740278,14.64357639,,,,,,,,,,,,,,,,,,
2,E,10,11,3,4,2,1,0,0,0,200,-0.94,-0.34,61,23,12.9,4.757142857,4.028571429,28.69798746,16.44097222,,,,,,,,,,,,,,,,,,
2,F,10,10,3,3,2,1,0,0,0,200,-0.94,-0.34,61,21,13.3,4.75,4.1,22.10857215,14.23836806,,,,,,,,,,,,,,,,,,
2,G,10,11,2,2,3,1,0,0,0,195,-0.97,-0.26,61,54,14.8,4.735,3.8475,16.41915684,13.83576389,,,,,,,,,,,,,,,,,,
2,H,10,10,2,2,4,1,0,0,0,190,-0.98,-0.17,61,78,15.2,4.72,3.888181818,21.12974153,12.93315972,,,,,,,,,,,,,,,,,,
2,A,11,10,4,1,0,1,0,0,0,205,-0.91,-0.42,61,24,10.9,4.693333333,3.197272727,NA,NA,,,,,,,,,,,,,,,,,,
2,B,11,10,4,1,0,1,0,0,0,195,-0.97,-0.26,61,23,15.2,4.696666667,3.283333333,33.2509109,13.22795139,,,,,,,,,,,,,,,,,,
2,C,11,13,4,2,0,1,0,0,0,185,-1,-0.09,61,26,21.8,4.7,3.786666667,35.56149559,13.72534722,,,,,,,,,,,,,,,,,,
2,D,11,13,3,4,0,1,0,0,0,165,-0.97,0.26,61,33,20,4.73,4.29,22.17208027,11.42274306,,,,,,,,,,,,,,,,,,
2,E,11,10,3,4,0,1,0,0,0,160,-0.94,0.34,61,23,20.7,4.741428571,4.0375,25.88266496,12.82013889,,,,,,,,,,,,,,,,,,
2,F,11,10,3,4,1,1,0,0,0,165,-0.97,0.26,61,21,20.4,4.734285714,3.785,24.49324965,11.41753472,,,,,,,,,,,,,,,,,,
2,G,11,14,3,3,1,2,0,0,0,155,-0.91,0.42,58.33,27,20.7,4.727142857,3.5325,26.10383434,11.91493056,,,,,,,,,,,,,,,,,,
2,H,11,9,2,1,1,2,0,0,0,155,-0.91,0.42,42.67,20,22.9,4.72,3.866363636,18.41441902,12.31232639,,,,,,,,,,,,,,,,,,
2,A,12,10,4,2,0,1,0,0,0,175,-1,0.09,61,40,15.2,4.695,3.090909091,24.22500371,11.40972222,,,,,,,,,,,,,,,,,,
2,B,12,15,4,2,0,1,0,0,0,180,-1,0,61,42,14.4,4.698333333,3.037878788,NA,NA,,,,,,,,,,,,,,,,,,
2,C,12,14,4,2,0,1,0,0,0,180,-1,0,61,44,15.2,4.701666667,3.471666667,20.04617308,12.70451389,,,,,,,,,,,,,,,,,,
2,D,12,11,4,2,0,1,0,0,0,160,-0.94,0.34,61,58,14.8,4.705,3.975,22.25675777,13.90190972,,,,,,,,,,,,,,,,,,
2,E,12,12,4,2,0,1,0,0,0,155,-0.91,0.42,61,22,14.8,4.725714286,3.7225,18.66734246,13.39930556,,,,,,,,,,,,,,,,,,
2,F,12,12,4,2,0,1,0,0,0,160,-0.94,0.34,61,21,18.2,4.718571429,3.47,22.77792715,14.29670139,,,,,,,,,,,,,,,,,,
2,G,12,10,4,2,0,1,0,0,0,175,-1,0.09,61,20,12.1,4.709166667,3.510681818,20.98851183,11.79409722,,,,,,,,,,,,,,,,,,
2,H,12,11,3,1,0,2,0,0,0,195,-0.97,-0.26,57,24,17.1,4.6975,3.844545455,19.39909652,11.39149306,,,,,,,,,,,,,,,,,,
2,A,13,14,5,4,0,1,0,0,0,190,-0.98,-0.17,61,41,19.3,4.696666667,2.984545455,32.30968121,11.18888889,,,,,,,,,,,,,,,,,,
2,B,13,10,4,4,0,1,0,0,0,180,-1,0,61,44,22.2,4.7,2.931515152,NA,NA,,,,,,,,,,,,,,,,,,
2,C,13,17,4,4,0,1,0,1,0,180,-1,0,61,21,14.4,4.703333333,3.156666667,20.63085058,11.48368056,,,,,,,,,,,,,,,,,,
2,D,13,15,4,4,0,1,0,0,0,175,-1,0.09,61,24,18.9,4.706666667,3.66,26.44143527,12.58107639,,,,,,,,,,,,,,,,,,
2,E,13,10,4,3,0,1,0,0,0,170,-0.98,0.17,61,22,15.2,4.71,3.4075,18.55201996,13.37847222,,,,,,,,,,,,,,,,,,
2,F,13,11,4,2,0,1,0,0,0,165,-0.97,0.26,61,27,12.9,4.698333333,3.155,18.56260464,13.27586806,,,,,,,,,,,,,,,,,,
2,G,13,11,4,1,0,1,0,0,0,160,-0.94,0.34,61,54,11.3,4.686666667,3.488863636,20.07318933,12.17326389,,,,,,,,,,,,,,,,,,
2,H,13,13,4,1,0,2,0,0,0,185,-1,-0.09,61,27,10.9,4.675,3.822727273,20.38377402,11.57065972,,,,,,,,,,,,,,,,,,
2,A,14,7,5,4,0,1,0,0,0,160,-0.94,0.34,36.67,37,17.4,4.698333333,2.878181818,42.4943587,16.76805556,,,,,,,,,,,,,,,,,,
2,B,14,10,5,4,0,1,0,0,0,155,-0.91,0.42,47,43,21.1,4.701666667,2.825151515,33.00494339,17.06545139,,,,,,,,,,,,,,,,,,
2,C,14,7,5,3,0,1,0,0,0,160,-0.94,0.34,61,43,15.9,4.705,2.841666667,33.01552808,15.76284722,,,,,,,,,,,,,,,,,,
2,D,14,12,5,2,0,1,0,0,0,165,-0.97,0.26,61,32,15.9,4.713076923,3.345,32.62611277,14.76024306,,,,,,,,,,,,,,,,,,
2,E,14,8,5,2,0,1,0,0,0,175,-1,0.09,61,68,15.2,4.715652174,3.0925,22.03669745,15.75763889,,,,,,,,,,,,,,,,,,
2,F,14,11,5,2,0,1,0,0,0,190,-0.98,-0.17,61,33,15.2,4.685217391,3.133181818,32.24728214,15.75503472,,,,,,,,,,,,,,,,,,
2,G,14,8,5,1,0,1,0,0,0,205,-0.91,-0.42,61,45,15.2,4.664166667,3.467045455,18.05786683,12.95243056,,,,,,,,,,,,,,,,,,
2,H,14,10,5,1,0,1,0,0,0,220,-0.77,-0.64,61,26,14.8,4.6525,3.800909091,16.06845151,11.74982639,,,,,,,,,,,,,,,,,,
2,A,15,7,6,4,0,1,0,0,0,175,-1,0.09,45,37,12.5,4.7,2.771818182,29.7790362,12.64722222,,,,,,,,,,,,,,,,,,
2,B,15,15,5,4,0,1,0,0,0,180,-1,0,51.67,24,17.8,4.708076923,2.718787879,31.48962089,14.84461806,,,,,,,,,,,,,,,,,,
2,C,15,10,5,3,0,1,0,0,0,185,-1,-0.09,61,36,16.3,4.716153846,2.665757576,33.30020558,13.64201389,,,,,,,,,,,,,,,,,,
2,D,15,10,5,3,0,1,0,0,0,190,-0.98,-0.17,61,32,15.9,4.724230769,3.03,36.11079026,14.33940972,,,,,,,,,,,,,,,,,,
2,E,15,11,5,2,0,1,0,0,0,195,-0.97,-0.26,61,46,16.3,4.721304348,2.7775,26.62137495,13.73680556,,,,,,,,,,,,,,,,,,
2,F,15,11,4,2,0,1,0,0,0,205,-0.91,-0.42,61,48,17.1,4.690869565,3.111363636,31.53195964,13.53420139,,,,,,,,,,,,,,,,,,
2,G,15,10,4,1,0,1,0,0,0,220,-0.77,-0.64,61,47,17.4,4.660434783,3.445227273,28.24254432,11.93159722,,,,,,,,,,,,,,,,,,
2,H,15,12,4,1,0,1,0,0,0,225,-0.71,-0.71,61,52,18.2,4.63,3.779090909,26.45312901,11.42899306,,,,,,,,,,,,,,,,,,
2,A,16,13,6,3,0,1,0,0,0,180,-1,0,61,25,18.6,4.686,2.665454545,32.0637137,11.72638889,,,,,,,,,,,,,,,,,,
2,B,16,11,5,3,0,1,0,0,0,185,-1,-0.09,61,37,12.1,4.719230769,2.612424242,50.87429839,13.92378472,,,,,,,,,,,,,,,,,,
2,C,16,6,5,3,0,1,0,0,0,195,-0.97,-0.26,61,35,12.9,4.727307692,2.559393939,43.88488307,12.92118056,,,,,,,,,,,,,,,,,,
2,D,16,10,5,3,0,1,0,0,0,215,-0.82,-0.57,61,53,14,4.735384615,2.715,32.89546776,13.81857639,,,,,,,,,,,,,,,,,,
2,E,16,11,4,2,0,1,0,0,0,220,-0.77,-0.64,61,34,12.5,4.726956522,2.755681818,37.70605245,13.21597222,,,,,,,,,,,,,,,,,,
2,F,16,8,4,1,0,1,0,0,0,215,-0.82,-0.57,61,38,16.3,4.696521739,3.089545455,24.41663714,16.71336806,,,,,,,,,,,,,,,,,,
2,G,16,10,3,1,0,1,0,0,0,230,-0.64,-0.77,61,43,17.1,4.666086957,3.423409091,31.32722182,13.21076389,,,,,,,,,,,,,,,,,,
2,H,16,11,3,1,0,1,0,0,0,235,-0.57,-0.82,61,46,18.2,4.686,3.757272727,27.53780651,12.70815972,,,,,,,,,,,,,,,,,,
2,A,17,12,6,3,0,1,0,0,0,195,-0.97,-0.26,61,37,18.6,4.672,2.559090909,41.3483912,13.60555556,,,,,,,,,,,,,,,,,,
2,B,17,12,5,3,0,1,0,0,0,200,-0.94,-0.34,55.67,42,14.8,4.722,2.506060606,NA,NA,,,,,,,,,,,,,,,,,,
2,C,17,13,5,3,0,1,0,0,0,215,-0.82,-0.57,61,50,15.2,4.738461538,2.453030303,NA,NA,,,,,,,,,,,,,,,,,,
2,D,17,7,5,3,0,1,0,0,0,215,-0.82,-0.57,61,42,14.4,4.746538462,2.4,30.68014526,12.19774306,,,,,,,,,,,,,,,,,,
2,E,17,15,4,2,0,2,0,0,0,215,-0.82,-0.57,61,49,15.2,4.732608696,2.733863636,46.09072995,11.59513889,,,,,,,,,,,,,,,,,,
2,F,17,10,3,2,0,1,0,0,0,220,-0.77,-0.64,61,56,14.8,4.702173913,3.067727273,40.20131463,13.19253472,,,,,,,,,,,,,,,,,,
2,G,17,9,3,1,0,1,0,0,0,225,-0.71,-0.71,61,58,14.4,4.7095,3.401590909,36.71189932,12.68993056,,,,,,,,,,,,,,,,,,
2,H,17,11,2,1,0,1,0,0,0,230,-0.64,-0.77,61,55,18.2,4.742,3.735454545,38.32248401,12.38732639,,,,,,,,,,,,,,,,,,
2,A,18,10,6,3,0,2,0,0,0,200,-0.94,-0.34,44.67,35,15.2,4.658,2.452727273,38.33306869,13.58472222,,,,,,,,,,,,,,,,,,
2,B,18,8,5,5,0,1,0,0,0,205,-0.91,-0.42,54.33,32,12.5,4.708,2.39969697,33.54365338,14.68211806,,,,,,,,,,,,,,,,,,
2,C,18,9,5,5,0,1,0,0,0,210,-0.87,-0.5,61,29,14.8,4.749615385,2.346666667,46.65423807,14.47951389,,,,,,,,,,,,,,,,,,
2,D,18,12,4,3,0,1,0,0,0,220,-0.77,-0.64,61,53,15.2,4.757692308,2.654166667,43.36482276,14.37690972,,,,,,,,,,,,,,,,,,
2,E,18,12,3,1,0,1,0,0,0,215,-0.82,-0.57,61,47,16.7,4.73826087,2.801111111,30.27540744,13.27430556,,,,,,,,,,,,,,,,,,
2,F,18,14,2,1,1,1,0,0,0,210,-0.87,-0.5,61,52,15.9,4.733,3.045909091,23.58599213,14.77170139,,,,,,,,,,,,,,,,,,
2,G,18,12,2,1,1,1,0,0,0,190,-0.98,-0.17,61,57,16.7,4.7655,3.379772727,41.09657682,13.76909722,,,,,,,,,,,,,,,,,,
2,H,18,8,2,0,1,1,0,0,0,180,-1,0,61,54,17.1,4.798,3.713636364,35.6071615,13.66649306,,,,,,,,,,,,,,,,,,
2,A,19,8,6,3,0,2,0,0,0,195,-0.97,-0.26,59,51,20,4.644,2.346363636,33.31774619,12.76388889,,,,,,,,,,,,,,,,,,
2,B,19,7,5,5,0,2,0,0,0,210,-0.87,-0.5,61,32,18.2,4.694,2.293333333,42.42833088,14.16128472,,,,,,,,,,,,,,,,,,
2,C,19,8,4,5,0,2,0,0,0,215,-0.82,-0.57,61,36,17.8,4.744,2.600833333,44.73891557,14.35868056,,,,,,,,,,,,,,,,,,
2,D,19,12,3,3,0,1,0,0,0,220,-0.77,-0.64,61,31,18.9,4.768846154,2.908333333,NA,NA,,,,,,,,,,,,,,,,,,
2,E,19,13,2,1,0,1,0,0,0,220,-0.77,-0.64,61,41,21.8,4.7565,3.135555556,35.76008494,13.55347222,,,,,,,,,,,,,,,,,,
2,F,19,13,2,1,0,1,0,0,0,190,-0.98,-0.17,61,64,22.2,4.789,3.202222222,44.47066963,13.55086806,,,,,,,,,,,,,,,,,,
2,G,19,13,2,1,1,1,0,0,0,180,-1,0,61,62,18.6,4.8215,3.357954545,29.98125431,12.34826389,,,,,,,,,,,,,,,,,,
2,H,19,11,2,0,1,1,0,0,0,175,-1,0.09,61,68,20.4,4.854,3.691818182,34.491839,13.84565972,,,,,,,,,,,,,,,,,,
2,A,20,10,6,3,0,2,0,0,0,180,-1,0,50,27,15.6,4.63,2.24,48.40242369,13.34305556,,,,,,,,,,,,,,,,,,
2,B,20,8,5,5,0,2,0,0,0,180,-1,0,61,24,19.3,4.68,2.5475,41.21300838,12.84045139,,,,,,,,,,,,,,,,,,
2,C,20,8,5,5,0,2,0,0,0,190,-0.98,-0.17,58.33,49,20.4,4.73,2.855,42.42359306,14.03784722,,,,,,,,,,,,,,,,,,
2,D,20,13,4,3,0,1,0,0,0,200,-0.94,-0.34,61,38,14.4,4.78,3.1625,NA,NA,,,,,,,,,,,,,,,,,,
2,E,20,11,3,1,0,1,0,0,0,165,-0.97,0.26,61,37,14.8,4.8125,3.47,32.94476244,12.73263889,,,,,,,,,,,,,,,,,,
2,F,20,12,3,0,0,1,0,0,0,170,-0.98,0.17,61,36,16.3,4.845,3.536666667,49.85534712,12.23003472,,,,,,,,,,,,,,,,,,
2,G,20,10,2,1,1,1,0,0,0,190,-0.98,-0.17,61,45,12.9,4.8775,3.603333333,36.36593181,12.62743056,,,,,,,,,,,,,,,,,,
2,H,20,11,2,0,1,1,0,0,0,195,-0.97,-0.26,61,58,16.3,4.91,3.67,42.68710119,13.12222222,,,,,,,,,,,,,,,,,,
3,A,1,19,6,0,0,3,0,0,0,180,-1,0,20.33,20,6.5,4.51,3.8,27.5,16.1,,,,,,,,,,,,,,,,,,
3,B,1,15,6,0,0,3,0,0,0,180,-1,0,34,21,6.1,4.553333333,3.516666667,25.58629049,15.44791667,,,,,,,,,,,,,,,,,,
3,C,1,18,6,0,0,3,0,0,0,180,-1,0,57.67,19,5.7,4.596666667,3.233333333,27.27258099,15.49583333,,,,,,,,,,,,,,,,,,
3,D,1,15,5,1,0,2,0,0,0,175,-1,0.09,61,23,4.9,4.64,2.95,27.15887148,15.64375,,,,,,,,,,,,,,,,,,
3,E,1,21,5,1,0,2,0,0,0,175,-1,0.09,61,23,5.7,4.6375,2.785,25.14516198,13.99166667,,,,,,,,,,,,,,,,,,
3,F,1,15,5,1,0,2,0,1,0,180,-1,0,61,26,4.9,4.635,2.62,28.63145247,14.83958333,,,,,,,,,,,,,,,,,,
3,G,1,13,5,1,0,2,0,1,0,170,-0.98,0.17,61,30,5.3,4.6325,2.455,23.41774297,14.5875,,,,,,,,,,,,,,,,,,
3,H,1,12,5,1,0,2,0,0,0,180,-1,0,61,19,4.9,4.63,2.29,25.20403346,14.63541667,,,,,,,,,,,,,,,,,,
3,A,2,15,6,0,0,2,0,0,0,175,-1,0.09,19.67,16,6.5,4.4525,4.0625,21.50931452,15.38739583,,,,,,,,,,,,,,,,,,
3,B,2,17,6,0,0,3,0,0,0,180,-1,0,22,16,6.5,4.495833333,3.779166667,21.69560502,15.8353125,,,,,,,,,,,,,,,,,,
3,C,2,20,6,0,0,2,0,0,0,180,-1,0,37,44,4.5,4.539166667,3.495833333,26.28189551,16.08322917,,,,,,,,,,,,,,,,,,
3,D,2,21,5,1,0,2,0,0,0,180,-1,0,61,21,3.3,4.615,3.01,26.76818601,15.73114583,,,,,,,,,,,,,,,,,,
3,E,2,15,5,1,0,2,0,0,0,185,-1,-0.09,61,17,5.3,4.658125,2.96,23.2544765,14.7790625,,,,,,,,,,,,,,,,,,
3,F,2,16,5,1,0,2,0,1,0,180,-1,0,61,18,4.9,4.655625,2.795,23.940767,14.72697917,,,,,,,,,,,,,,,,,,
3,G,2,14,5,1,0,1,0,0,0,180,-1,0,61,19,3.3,4.653125,2.63,25.52705749,14.17489583,,,,,,,,,,,,,,,,,,
3,H,2,15,5,1,0,2,0,0,0,175,-1,0.09,59,17,2.5,4.6925,2.465,27.91334798,14.5228125,,,,,,,,,,,,,,,,,,
3,A,3,27,5,0,0,2,0,0,0,175,-1,0.09,17,21,6.5,4.395,4.325,26.21862905,15.67479167,,,,,,,,,,,,,,,,,,
3,B,3,16,5,0,0,2,0,1,0,170,-0.98,0.17,16,24,7.3,4.438333333,4.041666667,28.10491954,16.12270833,,,,,,,,,,,,,,,,,,
3,C,3,19,5,0,0,2,0,0,0,170,-0.98,0.17,34.67,17,6.5,4.503333333,3.758333333,22.29121004,15.770625,,,,,,,,,,,,,,,,,,
3,D,3,14,5,0,0,2,0,0,0,180,-1,0,49.33,21,6.1,4.59,3.07,25.97750053,14.51854167,,,,,,,,,,,,,,,,,,
3,E,3,15,5,1,0,3,0,0,0,185,-1,-0.09,61,22,5.3,4.67875,3.02,26.26379103,15.26645833,,,,,,,,,,,,,,,,,,
3,F,3,12,5,1,0,2,0,0,0,185,-1,-0.09,44.33,18,6.1,4.67625,2.97,24.55008152,14.314375,,,,,,,,,,,,,,,,,,
